n_sq_vo,c_coinsee,c_desi,c_liaison,l_voie,l_courtmin,l_longmin,c_voie,b_fantoir,b_off,c_voie_vp,objectid,c_domoff,n_sq_co,length,geometry,sinuosity,azimuth,Route_Name,henge_time
750006918,75056,RUE,,LOUIS DELGRES,R. Louis Delgres,Rue Louis Delgres,750565775,O,O,5718,11980,P,750001537,,"LINESTRING (2.386360096759476 48.86546693202548, 2.3861523860794116 48.865789062959735, 2.3857752180996936 48.866379280621935)",1.0000019084359506,337.13456542591337,Rue Louis Delgres,
750004659,75056,PRT,DES,INVALIDES,Port des Invalides,Port des Invalides,750564730,O,O,4643,11992,P,750001537,,"LINESTRING (2.311661840664592 48.863109038868856, 2.3134806513388844 48.86315949822959, 2.317306724393275 48.86324853044118)",1.0000021821599592,267.84668619465333,Port des Invalides,"['2025-03-16T18:52:28', '2025-09-26T18:34:40']"
750003581,75056,RUE,,ETIENNE DOLET,R. Etienne Dolet,Rue Etienne Dolet,750563388,O,O,3414,12006,P,750001537,,"LINESTRING (2.38285031776302 48.86742647180841, 2.38576024739125 48.86817380868245, 2.386336620189169 48.86832082125477)",1.0000001877554072,248.69356243209813,Rue Etienne Dolet,"['2025-02-11T17:59:33', '2025-10-29T17:29:31']"
750006425,75056,RUE,,ETIENNE JODELLE,R. Etienne Jodelle,Rue Etienne Jodelle,750563390,O,O,3416,12007,P,750001537,,"LINESTRING (2.326905713008074 48.88745377826294, 2.3263533524902495 48.88782935208746, 2.325754141482371 48.8880214573614)",1.0103680564886435,306.8596206548497,Rue Etienne Jodelle,"['2025-06-11T20:47:32', '2025-06-12T20:48:06', '2025-06-13T20:48:39', '2025-06-14T20:49:09', '2025-06-15T20:49:37', '2025-06-16T20:50:03', '2025-06-25T20:51:56', '2025-06-26T20:51:55', '2025-06-27T20:51:52', '2025-06-28T20:51:46', '2025-06-29T20:51:37', '2025-06-30T20:51:25']"
750003304,75056,PAS,,JOSSET,Pas. Josset,Passage Josset,750565024,O,O,4905,12039,P,750001537,,"LINESTRING (2.37669482381414 48.85327279279653, 2.3765750897477185 48.85264130964355, 2.3765487053824685 48.85255019370418, 2.3765336540376203 48.85248119791549)",1.0004657218018491,187.6304645126359,Passage Josset,
750003070,75056,PAS,DU,MOULINET,Pas. du Moulinet,Passage du Moulinet,750566598,O,O,6541,12067,O,750001537,,"LINESTRING (2.353688236791474 48.8268196278109, 2.3537620669230166 48.82678104788062, 2.353770475499574 48.82672686999552, 2.354289551332431 48.82617356309648, 2.3543415309640205 48.82607672917686, 2.354401246384197 48.82603166907432)",1.0177373289192726,329.2165406377341,Passage du Moulinet,
750003072,75056,RUE,,MOUNET-SULLY,R. Mounet-Sully,Rue Mounet-Sully,750566608,O,O,6551,12074,P,750001537,,"LINESTRING (2.406372942872646 48.848150313294234, 2.406086226743818 48.84819246401267, 2.405568294907839 48.84882640886821, 2.405481720153116 48.84893400894164, 2.405069375385294 48.84941608967134, 2.4046690798080275 48.849903247147225, 2.4044605930365326 48.8501560246488)",1.024468508431935,327.89601630439705,Rue Mounet-Sully,
750004465,75056,RUE,,PERIGNON,R. Pérignon,Rue Pérignon,750567267,O,O,7218,12137,P,750001537,,"LINESTRING (2.310329327269935 48.84794046326014, 2.3095374223152567 48.84775067200912, 2.308806011700976 48.84757538992183, 2.308219884262056 48.84743492138186, 2.3080419646465717 48.84739225198055, 2.307339707726158 48.84713937049244, 2.3070836699960173 48.84705444494313, 2.3063352664677543 48.84678735900828, 2.306233044079533 48.84669376308679)",1.004607800737373,245.1815221850793,Rue Pérignon,"['2025-02-04T17:47:50', '2025-11-05T17:18:06']"
750007133,75056,RUE,,JOSEPH KOSMA,R. Joseph Kosma,Rue Joseph Kosma,750565017,O,O,4917,12149,O,750001537,,"LINESTRING (2.3854623903788763 48.88947534048071, 2.3861813977791484 48.889672724225086, 2.386515186122733 48.88975951958835, 2.387302296606742 48.889984656706325)",1.0000386573433306,247.1678763423683,Rue Joseph Kosma,"['2025-02-08T17:54:33', '2025-11-01T17:24:28']"
750008087,75056,ALL,,PARIS-IVRY,All. Paris-Ivry,Allée Paris-Ivry,750567064,O,O,6987,12227,D,750001537,,"LINESTRING (2.387158082951255 48.82453409123543, 2.3862349323764898 48.82453947472532, 2.3858764188954935 48.824918608863285, 2.385819606165134 48.8249787010364, 2.385817854472887 48.82498055374321, 2.385735878717548 48.82505724498436, 2.3855112700005554 48.825267416835025, 2.3854215253235678 48.82535137983055, 2.3852544166646372 48.82550775834138, 2.384740661921181 48.82598844832763, 2.3841348620579392 48.82655527154103, 2.38398222627282 48.826702342223946, 2.38329568714346 48.82737058987168)",1.044448890949147,318.1265510275024,Allée Paris-Ivry,
750002882,75056,IMP,DU,PETIT MODELE,Imp. du Petit Modèle,Impasse du Petit Modèle,750567335,O,O,7288,12266,O,750001537,,"LINESTRING (2.3591245469457083 48.83293393652668, 2.359667701432028 48.832758635566876)",1.0,296.1186587056555,Impasse du Petit Modèle,"['2025-05-06T20:07:53', '2025-08-05T20:17:06']"
750002206,75056,VOIE,,M/12,Voie M/12,Voie M/12,750565871,O,O,Y402,12270,V,750001537,,"LINESTRING (2.4041209911320074 48.834667065771356, 2.4029843031188354 48.83422550255473)",1.0,239.4530490188146,Voie M/12,"['2025-01-22T17:26:32', '2025-11-18T17:00:47', '2025-11-19T16:59:43']"
750000801,75056,COUR,,SAINT-PIERRE,Cour Saint-Pierre,Cour Saint-Pierre,750568729,O,O,8953,12280,V,750001537,,"LINESTRING (2.325770202984846 48.88710648108313, 2.3255361147667912 48.887100423236475, 2.325392141787848 48.88704491496972, 2.325340177793774 48.887006418689914, 2.325091470839895 48.88690882482896, 2.3243659525867013 48.8866051575227)",1.0105696045372357,241.50154501972753,Cour Saint-Pierre,"['2025-01-27T17:34:34', '2025-11-13T17:06:47', '2025-11-14T17:05:30']"
750004700,75056,RUE,DU,GROS CAILLOU,R. du Gros Caillou,Rue du Gros Caillou,750564348,O,O,4312,12289,P,750001537,,"LINESTRING (2.302038197597148 48.85730078579888, 2.3020773743406875 48.857314630541275, 2.3024672349728803 48.85744491796969, 2.3025291797686505 48.85743283196001, 2.3025636047608518 48.857405593273995, 2.3026210154462468 48.85731780902997, 2.303168234365635 48.85655921567589)",1.1836615658423792,314.9251902818499,Rue du Gros Caillou,
750001298,75056,RUE,,LAROCHELLE,R. Larochelle,Rue Larochelle,750565358,O,O,5283,12324,P,750001537,,"LINESTRING (2.323427124710591 48.83951185829499, 2.323484432826084 48.839445584234795, 2.3236739086433307 48.83927273592175)",1.0013287830258908,325.81320574822803,Rue Larochelle,
750005885,75056,GAL,DE LA,COUR D'HONNEUR,Gal. de la Cour d'Honneur,Galerie de la Cour d'Honneur,750562393,O,O,2386,12392,V,750001537,,"LINESTRING (2.336744702136887 48.86392049289599, 2.3367478662868284 48.86391607665229, 2.3376079957320433 48.86372114039062, 2.3376411250924356 48.863735713296876)",1.0090674244796611,287.39743918187344,Galerie de la Cour d'Honneur,"['2025-04-19T19:43:13', '2025-08-22T19:47:13']"
750005055,75056,RUE,,BEAUJON,R. Beaujon,Rue Beaujon,750560779,O,O,0776,12414,P,750001537,,"LINESTRING (2.3034754667458475 48.87466108703406, 2.301809511045777 48.87485358967225, 2.3010493944570882 48.87493779289497, 2.3002730445603565 48.875018388979235, 2.2984630910195194 48.875206558834776, 2.29727087697477 48.87534652730351, 2.296242708322269 48.8754388030849)",1.000039901421658,279.28777839509473,Rue Beaujon,"['2025-04-04T19:21:02', '2025-09-06T19:17:04']"
750001340,75056,RUE,,JUGE,R. Juge,Rue Juge,750565052,O,O,4932,12448,P,750001537,,"LINESTRING (2.291239675545295 48.85049648050244, 2.291343012281745 48.850416527745814, 2.2919826051513446 48.85021793083578, 2.292080483328668 48.85017953164123, 2.293532177450067 48.84972308794618, 2.2945026796161274 48.849419173034896, 2.294610628031158 48.8493946543465)",1.0023946194854252,296.41328886008705,Rue Juge,"['2025-05-07T20:09:17', '2025-08-04T20:18:39']"
750003230,75056,RUE,,JULES DUMIEN,R. Jules Dumien,Rue Jules Dumien,750565077,O,O,4950,12460,P,750001537,,"LINESTRING (2.4005959816838085 48.86925378224111, 2.4005698833012055 48.86932061613833, 2.4006134654032016 48.869359820628695, 2.401857863492408 48.869750224167916)",1.0579247739528526,239.1160104768574,Rue Jules Dumien,"['2025-01-21T17:24:58', '2025-11-19T16:59:43', '2025-11-20T16:58:41']"
750001260,75056,RUE,,JULES GUESDE,R. Jules Guesde,Rue Jules Guesde,750565083,O,O,4956,12463,P,750001537,,"LINESTRING (2.320214822057856 48.83748862945347, 2.3205980196621647 48.836972364845934, 2.320746493231089 48.836756199060964, 2.321702131662798 48.835913524716204)",1.0059751994146038,328.1376876316158,Rue Jules Guesde,
750008452,75056,PL,,MARIELLE DE SARNEZ,Pl. Marielle de Sarnez,Place Marielle de Sarnez,,,O,m075,12488,P,750001537,,"LINESTRING (2.323103609597644 48.83250940853672, 2.3234569588640968 48.832317745714654)",1.0,309.48881490428573,Place Marielle de Sarnez,
750008449,75056,PL,,ALAIN GOLDMANN,Pl. Alain Goldmann,Place Alain Goldmann,,,O,m073,12489,P,750001537,,"LINESTRING (2.337142577776439 48.875155866601624, 2.337118980800957 48.87508914898266, 2.3369899197824884 48.875089144705655)",1.199436253500123,236.39453384331046,Place Alain Goldmann,"['2025-01-13T17:13:03', '2025-11-27T16:52:35', '2025-11-28T16:51:54']"
750008392,75056,PL,,ALBERT MEMMI,Pl. Albert Memmi,Place Albert Memmi,,N,O,M032,12501,P,750001537,,"LINESTRING (2.352984001156181 48.85797536881892, 2.353026103045726 48.85787659600194)",1.0,344.33426544280223,Place Albert Memmi,
750004526,75056,PAS,,MARIGNAN,Pas. Marignan,Passage Marignan,750566087,O,O,6009,12522,V,750001537,,"LINESTRING (2.306536071972558 48.86944825956771, 2.306929731311966 48.869416472479074, 2.3072595594235974 48.869896383693856)",1.1483338633426472,226.72097665231837,Passage Marignan,
750002948,75056,RUE,DU,PERE GUERIN,R. du Père Guérin,Rue du Père Guérin,750567251,O,O,7211,12538,P,750001537,,"LINESTRING (2.3545373119833015 48.830343255287154, 2.354488612729171 48.83038278067413, 2.354411844679342 48.83040962627692, 2.3527894786955694 48.82991686055996)",1.022513940271193,249.66652358568535,Rue du Père Guérin,"['2025-02-13T18:02:54', '2025-10-28T17:31:14']"
750003556,75056,RUE,,EMILIO CASTELAR,R. Emilio Castelar,Rue Emilio Castelar,750563269,O,O,3295,12545,P,750001537,,"LINESTRING (2.3748778507599826 48.84918486305757, 2.37597023287883 48.84905278440453, 2.3764725748362485 48.84899253850891, 2.377280670763047 48.84889693677487)",1.0000006382885895,280.3194410086754,Rue Emilio Castelar,"['2025-04-06T19:24:00', '2025-09-04T19:21:13']"
750003560,75056,IMP,,ERARD,Imp. Erard,Impasse Erard,750563312,O,O,3341,12568,P,750001537,,"LINESTRING (2.3845520992000333 48.84547298647179, 2.3842765207351766 48.84582121153742, 2.3841213383343725 48.84601414323851)",1.0000072043174353,332.35288069865123,Impasse Erard,
750001070,75056,RUE,,MONTBRUN,R. Montbrun,Rue Montbrun,750566461,O,O,6386,12584,P,750001537,,"LINESTRING (2.3298663474647867 48.82964526553146, 2.3298842868129346 48.82957223786414, 2.3300673655130826 48.82888782261589, 2.330190813372919 48.828398714011385, 2.3303390850157033 48.827826335915596)",1.0000198575727268,350.29084031511775,Rue Montbrun,
750004608,75056,RUE,DU,MARCHE DES PATRIARCHES,R. du Marché des Patriarches,Rue du Marché des Patriarches,750566023,O,O,5951,12636,P,750001537,,"LINESTRING (2.3511617187158445 48.84097010043888, 2.3511303260668273 48.840903350251054, 2.351057408660297 48.840561547105025, 2.351057723419351 48.84050562634349, 2.351097453580518 48.84045314811487, 2.3511591504624545 48.840398225833276)",1.097436411868724,180.1693515229495,Rue du Marché des Patriarches,
750002851,75056,SENT,DE LA,POINTE,Sent. de la Pointe,Sentier de la Pointe,750567550,O,O,7507,12648,P,750001537,,"LINESTRING (2.4018513409607105 48.85553627423506, 2.4018002472436892 48.85554565982537, 2.40140955222122 48.85577285977918)",1.005495201137772,309.14257755934756,Sentier de la Pointe,
750007533,75056,RUE,,DELPHINE SEYRIG,R. Deplhine Seyrig,Rue Deplhine Seyrig,750562684,O,O,2507,12654,I,750001537,,"LINESTRING (2.397985791654133 48.89352736423363, 2.3976853902140025 48.894630070460394, 2.3969647618312746 48.89579828806745, 2.397031475105216 48.89580867832764)",1.0445377618194776,344.6229496790709,Rue Deplhine Seyrig,
750005835,75056,RUE,DU,CLOITRE SAINT-MERRI,R. du Cloître Saint-Merri,Rue du Cloître Saint-Merri,750562132,O,O,2131,12710,P,750001537,,"LINESTRING (2.352105176183159 48.858700750994046, 2.3515959460775187 48.858955224781496, 2.351400676050043 48.85904890402949, 2.350958045098469 48.85920084147253, 2.350679496886644 48.85929644211315, 2.3504554443810797 48.8593545652489)",1.0029487522403049,301.06462158246904,Rue du Cloître Saint-Merri,"['2025-05-18T20:24:01', '2025-05-19T20:25:17', '2025-07-23T20:35:01']"
750000062,75056,VOIE,,BA/14,Voie Ba/14,Voie Ba/14,75056A895,N,O,Y716,12744,P,750001537,,"LINESTRING (2.3256201702542216 48.81982852334674, 2.325947716560733 48.819777549442364, 2.3269253367778107 48.81959318763731, 2.3293209028413457 48.819064688876)",1.0002046741380837,287.40337404177274,Voie Ba/14,"['2025-04-19T19:43:13', '2025-08-22T19:47:13']"
750004251,75056,PAS,DE L',UNION,Pas. de l'Union,Passage de l'Union,750569524,O,O,9553,12766,P,750001537,,"LINESTRING (2.3047630630551756 48.857300675613295, 2.3048444858035175 48.85716891644699, 2.3052760165297816 48.85647030296921, 2.305359113637598 48.85633645759091)",1.0000003035941945,337.86718884577294,Passage de l'Union,
750007305,75056,PL,,MARCEL PAUL,Pl. Marcel Paul,Place Marcel Paul,750565988,O,O,5913,12771,V,750001537,,"LINESTRING (2.31915644315168 48.83378773200002, 2.319262126465164 48.83387693973733, 2.3193740195025336 48.833966371577)",1.0000895623079074,218.71967051350163,Place Marcel Paul,
750007485,75056,PL,DE LA,FONTAINE TIMBAUD,Pl. de la Fontaine Timbaud,Place de la Fontaine Timbaud,750563718,O,O,3738,12801,I,750001537,,"LINESTRING (2.3712895181630484 48.86608743910312, 2.3713433556709673 48.866164912398354, 2.371925531209539 48.86633540831873)",1.0268482601910294,239.34511350724,Place de la Fontaine Timbaud,"['2025-01-21T17:24:58', '2025-01-22T17:26:32', '2025-11-19T16:59:43']"
750000802,75056,RUE,,SAINT-SAENS,R. Saint-Saëns,Rue Saint-Saëns,750568750,O,O,8973,12813,P,750001537,,"LINESTRING (2.2922991388600797 48.85431281130056, 2.2907402517315374 48.85273666276156)",1.0,213.0558704343122,Rue Saint-Saëns,
750004882,75056,RUE,,CUVIER,R. Cuvier,Rue Cuvier,750562498,O,O,2494,12828,P,750001537,,"LINESTRING (2.3609709609727005 48.846849033076246, 2.3583301915346464 48.84550773256351, 2.357756318105137 48.84521451074171, 2.356966719843038 48.84481530629384, 2.3549178262597565 48.843779391235124)",1.0000008746040951,232.38505033785978,Rue Cuvier,
750001506,75056,RUE,,FRAGONARD,R. Fragonard,Rue Fragonard,750563777,O,O,3791,12847,P,750001537,,"LINESTRING (2.314135325134206 48.89407551214623, 2.31506769317079 48.89426985050493, 2.3156511860504816 48.89438140206559, 2.315926928854443 48.89443034492039, 2.316294822155999 48.89439181445571, 2.3169473030737575 48.89452337676178, 2.3178544126275433 48.894958414921106)",1.011935089022836,250.14445277119341,Rue Fragonard,"['2025-02-14T18:04:34', '2025-10-27T17:33:00']"
750000743,75056,VLA,,SEURAT,Vla. Seurat,Villa Seurat,750568946,O,O,8578,13008,P,750001537,,"LINESTRING (2.331841430444119 48.826282414361486, 2.331867520827933 48.82628093225576, 2.333582680919203 48.826093970451794)",1.000019738791907,279.33452495918164,Villa Seurat,"['2025-04-04T19:21:02', '2025-09-06T19:17:04']"
750003642,75056,RUE,DU,DOCTEUR CHARLES RICHET,R. du Docteur Charles Richet,Rue du Docteur Charles Richet,750562824,O,O,2845,6587,P,750001537,,"LINESTRING (2.364862391470909 48.83237086110834, 2.3636929667428443 48.83159318377275)",1.0,224.7086509299436,Rue du Docteur Charles Richet,
750003877,75056,PL,DU,CALVAIRE,Pl. du Calvaire,Place du Calvaire,750561440,O,O,1432,6601,P,750001537,,"LINESTRING (2.3404801045009425 48.886221289999874, 2.340434007628884 48.886230182245065, 2.339955115003727 48.88634845791062)",1.0001055035980124,290.22291723544635,Place du Calvaire,"['2025-04-24T19:50:34', '2025-08-17T19:56:36']"
750003599,75056,RUE,,DUPONT DE L'EURE,R. Dupont de l'Eure,Rue Dupont de l'Eure,750563011,O,O,3042,6673,P,750001537,,"LINESTRING (2.400720945221397 48.8674898992998, 2.40014156077471 48.868089499271385, 2.3996387391709333 48.8686616367609)",1.0002785451215326,328.7203253925036,Rue Dupont de l'Eure,
750005089,75056,PAS,,ALFRED STEVENS,Pas. Alfred Stevens,Passage Alfred Stevens,750560187,O,O,0208,6701,V,750001537,,"LINESTRING (2.3386040149276983 48.88173943573139, 2.3387319100634083 48.88206021441752)",1.0,194.69173379655092,Passage Alfred Stevens,
750005768,75056,RUE,DES,JARDINS SAINT-PAUL,R. des Jardins Saint-Paul,Rue des Jardins Saint-Paul,750564829,O,O,4744,6731,P,750001537,,"LINESTRING (2.3598196850012547 48.85259560900327, 2.360110215131696 48.85290832142576, 2.3601579496052736 48.85297647787525, 2.3604610147325835 48.853268688140965, 2.3610967785989923 48.85396911890942, 2.3611148801670834 48.854010019182525, 2.3611592441844214 48.85402868378113)",1.0041702614788066,211.59316717785543,Rue des Jardins Saint-Paul,
750005019,75056,PL,,ANDRE HONNORAT,Pl. André Honnorat,Place André Honnorat,750560326,O,O,0323,6766,P,750001537,,"LINESTRING (2.337577068431266 48.84426368305114, 2.3364995554488077 48.844293749285875)",1.0,272.42825698099296,Place André Honnorat,"['2025-03-24T19:04:35', '2025-09-18T18:51:42']"
750003872,75056,RUE,,CAILLETET,R. Cailletet,Rue Cailletet,750561425,O,O,1418,6810,P,750001537,,"LINESTRING (2.4148471473388122 48.84237164252959, 2.414653912555158 48.84303507006441, 2.4145758503048556 48.84321102491251)",1.0015342097721471,347.9914972624187,Rue Cailletet,
750000669,75056,RUE,,VERDERET,R. Verderet,Rue Verderet,750569665,O,O,9699,6832,P,750001537,,"LINESTRING (2.2685659948769 48.84735905024209, 2.2683127578172715 48.847079966070005, 2.2682274662044475 48.8469829602907, 2.2681586227439077 48.84693543032539)",1.0033447027746647,212.32701183241687,Rue Verderet,
750003906,75056,RUE,,BORIS VIAN,R. Boris Vian,Rue Boris Vian,750561111,O,O,1117,6853,M,750001537,,"LINESTRING (2.354081795250325 48.884609028969, 2.3540486706399824 48.88499609192348, 2.3539434411389486 48.885039636190015, 2.3539519865613863 48.88534779198003, 2.353991409494424 48.88538306048214, 2.354024122233744 48.88541730350685)",1.1240967542478761,357.31367824793887,Rue Boris Vian,
750002079,75056,RUE,DE L',ABBE GILLET,R. de l'Abbé Gillet,Rue de l'Abbé Gillet,750560008,O,O,0006,6867,P,750001537,,"LINESTRING (2.2810412889961467 48.85717043952982, 2.28064711905333 48.85690607868113, 2.2802194882150704 48.85694099243732)",1.0591108237461606,247.0061038049281,Rue de l'Abbé Gillet,"['2025-02-08T17:54:33', '2025-11-02T17:22:50']"
750005702,75056,RUE,,NOTRE-DAME DE NAZARETH,R. Notre-Dame de Nazareth,Rue Notre-Dame de Nazareth,750566834,O,O,6775,6871,P,750001537,,"LINESTRING (2.362173455179571 48.86684714683952, 2.3619603281508894 48.866923210375816, 2.3585809934467057 48.86740942677041, 2.3585380903860753 48.86741739883828, 2.358454915342872 48.86742779909859, 2.3562801035616734 48.86774069450561, 2.3553422055061213 48.86787958619735, 2.3549671139853134 48.867922514426056, 2.3536203259681985 48.868185195104445)",1.0006660837748187,283.3808811024656,Rue Notre-Dame de Nazareth,"['2025-04-11T19:31:24', '2025-08-30T19:31:26']"
750000881,75056,SQ,DU,RANELAGH,Sq. du Ranelagh,Square du Ranelagh,750568030,O,O,8044,6894,V,750001537,,"LINESTRING (2.2685635512886506 48.85598274386934, 2.26830800733268 48.855541763150555)",1.0,200.87091903573256,Square du Ranelagh,
750003988,75056,RUE,,AUGUSTE LAURENT,R. Auguste Laurent,Rue Auguste Laurent,750560557,O,O,0532,6962,P,750001537,,"LINESTRING (2.3826168808773915 48.8567271399236, 2.3815623565416835 48.85798545822432)",1.0,331.1290072718193,Rue Auguste Laurent,
750002147,75056,VOIE,,Y/13,Voie Y/13,Voie Y/13,75056X643,O,O,Y643,7039,V,750001537,,"LINESTRING (2.360225914716939 48.83247048780781, 2.360171827849156 48.832509626854346, 2.359800310282729 48.83263091544803)",1.0060265193384472,299.7969205943344,Voie Y/13,"['2025-05-15T20:20:08', '2025-07-27T20:30:03']"
750006373,75056,PAS,DE,MENILMONTANT,Pas. de Ménilmontant,Passage de Ménilmontant,750566268,O,O,6185,7120,P,750001537,,"LINESTRING (2.3815138704196546 48.86471996793889, 2.3817286173039567 48.864790209915846, 2.381813787102871 48.86477866164291, 2.3826761937477325 48.86507759350575, 2.3841734519408146 48.865598561019624)",1.003211785748039,243.3341545598907,Passage de Ménilmontant,"['2025-01-31T17:41:09', '2025-11-09T17:12:10']"
750004206,75056,RUE,,WASHINGTON,R. Washington,Rue Washington,750569942,O,O,9917,7158,P,750001537,,"LINESTRING (2.301042733287188 48.871872147284876, 2.3012289139140614 48.871962359269396, 2.3016143753739913 48.872220319219586, 2.3027608940593303 48.87297311602398, 2.303134660738857 48.873224842138534, 2.3034728817361114 48.87345254559691, 2.303880725947259 48.87371857819382, 2.3051310336829314 48.874534035935994, 2.305158733650024 48.87457218489696, 2.3051865694481157 48.874617529367065, 2.305182780703048 48.874727793566905, 2.305242316258208 48.874852841734864, 2.305381527014623 48.87471437768343, 2.3051310336829314 48.874534035935994)",1.17545776001366,225.288631029729,Rue Washington,
750002771,75056,RUE,DES,REGLISES,R. des Réglises,Rue des Réglises,750568096,O,O,8092,7166,P,750001537,,"LINESTRING (2.4104252289701127 48.85453980091867, 2.4095098108961284 48.85525828136622)",1.0,320.0265927754116,Rue des Réglises,
750000058,75056,VOIE,,AW/14,Voie Aw/14,Voie Aw/14,75056A891,N,O,Y712,7234,P,750001537,,"LINESTRING (2.3241759753913827 48.820555561286, 2.323006091447536 48.82080730923085, 2.322571743349477 48.820892710022825, 2.3222891208188834 48.82093097819544, 2.322071954880494 48.82095255553042, 2.321923203884906 48.82096039114731, 2.321759420935387 48.820935412779356)",1.0045674719227644,283.42809526067543,Voie Aw/14,['2025-08-30T19:31:26']
750000370,75056,CHEM,DE LA,CROIX CATELAN,Chem. de la Croix Catelan,Chemin de la Croix Catelan,75056R025,O,O,Z025,7235,P,750001537,,"LINESTRING (2.25517842308197 48.86609925763843, 2.2551727164140214 48.86600165129067, 2.255266137399087 48.86584040300131, 2.2553130951903255 48.86560228557021, 2.2553018455175895 48.86536412966905, 2.2552439144622265 48.86519508637949, 2.255180048710994 48.865079805459665, 2.255098720726361 48.864968363972054, 2.2549941684772894 48.86482616382985, 2.2548607478462883 48.864534149247774, 2.2548533760653777 48.864470096287654, 2.254843533980828 48.86438433550895, 2.2548787789869476 48.86418461940224, 2.254972314026172 48.863954229394324, 2.2551992818527204 48.86364780186042, 2.2555191828720536 48.86335962431101, 2.2560771564564464 48.863058473332345)",1.1856403970589957,348.9968463462528,Chemin de la Croix Catelan,
750002883,75056,RUE,DES,PETITS HOTELS,R. des Petits Hôtels,Rue des Petits Hôtels,750567350,O,O,7304,7243,P,750001537,,"LINESTRING (2.35521169565366 48.87725035303126, 2.3548884436773494 48.87727899100669, 2.3534564057682466 48.877446779415756, 2.35335181401032 48.87746650346556, 2.3531069799929196 48.87749788947733, 2.352898526647606 48.87752242087027, 2.3527142248755277 48.877525741292914, 2.352173782660394 48.87759480958961, 2.352081631876144 48.87761946525275, 2.351940736113074 48.8777066125061, 2.351662206461953 48.877898065472245)",1.0137547883623699,285.5088110378238,Rue des Petits Hôtels,"['2025-04-15T19:37:19', '2025-08-26T19:39:26']"
750005513,75056,GAL,DE,VALOIS,Gal. de Valois,Galerie de Valois,750569571,O,O,9630,7260,V,750001537,,"LINESTRING (2.3390474603332305 48.866015244566064, 2.339027006878538 48.86597594715839, 2.337970588822988 48.86400942671806, 2.337889115647392 48.86387957802284)",1.0001367411427209,199.6367214713559,Galerie de Valois,
750002920,75056,SQ,,PATENNE,Sq. Patenne,Square Patenne,750567100,O,O,7026,7272,V,750001537,,"LINESTRING (2.4057658205212276 48.84943833816115, 2.405461131362796 48.850321768706685)",1.0,347.21335128294544,Square Patenne,
750004247,75056,SQ,,TRUDAINE,Sq. Trudaine,Square Trudaine,750569485,O,O,9475,7323,P,750001537,,"LINESTRING (2.3401590268651287 48.8797613813439, 2.34066780185595 48.87963124498006)",1.0,291.25288439194225,Square Trudaine,"['2025-04-26T19:53:30', '2025-08-15T20:00:13']"
750000712,75056,RUE,,THIBOUMERY,R. Thiboumery,Rue Thiboumery,750569270,O,O,9249,7358,P,750001537,,"LINESTRING (2.304736039879267 48.83659559547243, 2.304708177485125 48.83652621785176, 2.3038442439459383 48.83519804486374, 2.3037966175551614 48.835114224885395)",1.0008384690349557,202.65670403168878,Rue Thiboumery,
750006615,75056,RUE,,SAINT-JOSEPH,R. Saint-Joseph,Rue Saint-Joseph,750568659,O,O,8880,7418,P,750001537,,"LINESTRING (2.3455275051262063 48.86824528840277, 2.345471353181211 48.86826049500202, 2.3448008518918506 48.86844093982108, 2.3447216541681892 48.86843932811842, 2.3444524456967994 48.86851479268705, 2.3443927373727207 48.86855472919904, 2.343544212240928 48.86878409620739, 2.343339738038565 48.86878410774756)",1.0059808475441299,290.52756819348735,Rue Saint-Joseph,"['2025-04-25T19:52:02', '2025-08-16T19:58:25']"
750002714,75056,PAS,,SAINT-JULES,Pas. Saint-Jules,Passage Saint-Jules,750568661,O,O,8882,7419,M,750001537,,"LINESTRING (2.3362184839775013 48.89667033546099, 2.336213460489264 48.89670060570752, 2.336273755183725 48.89685521821836, 2.3363340203299567 48.89700682678345, 2.3363311180789905 48.89705901620792, 2.336380603979858 48.897083608037065, 2.3365376734338943 48.89748560175955)",1.0267050320229578,194.43381024969904,Passage Saint-Jules,
750004543,75056,RUE,,MAYRAN,R. Mayran,Rue Mayran,750566223,O,O,6139,7509,P,750001537,,"LINESTRING (2.346062425272181 48.876585182690064, 2.3457285011741367 48.877124632052116, 2.345484734403324 48.877176081493154, 2.344644632935354 48.877342871620165)",1.0824355897083857,309.0970740216544,Rue Mayran,
750005061,75056,RUE,DU,TUNNEL,R. du Tunnel,Rue du Tunnel,750569500,O,O,9488,7521,P,750001537,,"LINESTRING (2.3856993744672486 48.87879539998163, 2.3854131592107173 48.878905286019354, 2.385118501792907 48.87901408478528, 2.38501450124416 48.87905495572613, 2.384617925422319 48.87920015613719, 2.3845319319218734 48.879288693762604, 2.384405818433234 48.87930612187028)",1.010613846879237,300.9789520227104,Rue du Tunnel,"['2025-05-18T20:24:01', '2025-07-23T20:35:01', '2025-07-24T20:33:50']"
750007481,75056,VOIE,,FL/20,Voie fl/20,Voie fl/20,75056X506,O,O,Y906,7559,P,750001537,,"LINESTRING (2.4011451128307697 48.85755829574812, 2.401384623898645 48.857399338587484, 2.4019281241959116 48.85704206589802)",1.0000020568069197,315.0584767866297,Voie fl/20,
